customer_id,date,day_of_week,total_sleep_records,total_minutes_asleep,total_time_in_bed,sleep_efficiency,day_type,total_hours_asleep,total_hours_in_bed
4319703577,2016-04-25,Monday,1,488,506,96.4,Weekday,8.13,8.43
4319703577,2016-04-26,Tuesday,1,505,516,97.9,Weekday,8.42,8.6
4319703577,2016-04-27,Wednesday,1,286,307,93.2,Weekday,4.77,5.12
4319703577,2016-04-28,Thursday,1,497,522,95.2,Weekday,8.28,8.7
4319703577,2016-04-29,Friday,1,523,546,95.8,Weekday,8.72,9.1
4319703577,2016-04-30,Saturday,1,490,516,95.0,Weekend,8.17,8.6
4319703577,2016-05-01,Sunday,1,484,500,96.8,Weekend,8.07,8.33
4319703577,2016-05-02,Monday,1,478,506,94.5,Weekday,7.97,8.43
4319703577,2016-05-03,Tuesday,1,474,512,92.6,Weekday,7.9,8.53
4319703577,2016-05-06,Friday,1,450,491,91.6,Weekday,7.5,8.18
4319703577,2016-05-07,Saturday,1,507,530,95.7,Weekend,8.45,8.83
4319703577,2016-05-08,Sunday,1,602,638,94.4,Weekend,10.03,10.63
4319703577,2016-05-09,Monday,1,535,565,94.7,Weekday,8.92,9.42
4319703577,2016-05-10,Tuesday,1,487,517,94.2,Weekday,8.12,8.62
4319703577,2016-05-11,Wednesday,1,529,558,94.8,Weekday,8.82,9.3
4319703577,2016-05-12,Thursday,1,302,321,94.1,Weekday,5.03,5.35
4388161847,2016-04-15,Friday,1,499,526,94.9,Weekday,8.32,8.77
4388161847,2016-04-16,Saturday,2,426,448,95.1,Weekend,7.1,7.47
4388161847,2016-04-17,Sunday,2,619,641,96.6,Weekend,10.32,10.68
4388161847,2016-04-18,Monday,1,99,104,95.2,Weekday,1.65,1.73
4388161847,2016-04-19,Tuesday,1,329,338,97.3,Weekday,5.48,5.63
4388161847,2016-04-20,Wednesday,1,421,451,93.3,Weekday,7.02,7.52
4388161847,2016-04-21,Thursday,1,442,458,96.5,Weekday,7.37,7.63
4388161847,2016-04-22,Friday,1,82,85,96.5,Weekday,1.37,1.42
4388161847,2016-04-23,Saturday,1,478,501,95.4,Weekend,7.97,8.35
4388161847,2016-04-24,Sunday,3,552,595,92.8,Weekend,9.2,9.92
4388161847,2016-04-26,Tuesday,1,319,346,92.2,Weekday,5.32,5.77
4388161847,2016-04-27,Wednesday,1,439,500,87.8,Weekday,7.32,8.33
4388161847,2016-04-28,Thursday,1,428,458,93.4,Weekday,7.13,7.63
4388161847,2016-04-30,Saturday,2,409,430,95.1,Weekend,6.82,7.17
4388161847,2016-05-01,Sunday,1,547,597,91.6,Weekend,9.12,9.95
4388161847,2016-05-02,Monday,2,368,376,97.9,Weekday,6.13,6.27
4388161847,2016-05-04,Wednesday,1,390,414,94.2,Weekday,6.5,6.9
4388161847,2016-05-05,Thursday,1,471,495,95.2,Weekday,7.85,8.25
4388161847,2016-05-07,Saturday,1,472,496,95.2,Weekend,7.87,8.27
4388161847,2016-05-08,Sunday,2,529,541,97.8,Weekend,8.82,9.02
4388161847,2016-05-09,Monday,1,62,65,95.4,Weekday,1.03,1.08
4388161847,2016-05-10,Tuesday,1,354,375,94.4,Weekday,5.9,6.25
4388161847,2016-05-11,Wednesday,1,469,494,94.9,Weekday,7.82,8.23
4445114986,2016-04-12,Tuesday,2,429,457,93.9,Weekday,7.15,7.62
4445114986,2016-04-13,Wednesday,2,370,406,91.1,Weekday,6.17,6.77
4445114986,2016-04-14,Thursday,1,441,492,89.6,Weekday,7.35,8.2
4445114986,2016-04-15,Friday,2,337,379,88.9,Weekday,5.62,6.32
4445114986,2016-04-16,Saturday,1,462,499,92.6,Weekend,7.7,8.32
4445114986,2016-04-17,Sunday,1,98,107,91.6,Weekend,1.63,1.78
4445114986,2016-04-19,Tuesday,2,388,424,91.5,Weekday,6.47,7.07
4445114986,2016-04-20,Wednesday,1,439,462,95.0,Weekday,7.32,7.7
4445114986,2016-04-21,Thursday,1,436,469,93.0,Weekday,7.27,7.82
4445114986,2016-04-22,Friday,1,388,417,93.0,Weekday,6.47,6.95
4445114986,2016-04-25,Monday,1,328,345,95.1,Weekday,5.47,5.75
4445114986,2016-04-26,Tuesday,2,353,391,90.3,Weekday,5.88,6.52
4445114986,2016-04-27,Wednesday,1,332,374,88.8,Weekday,5.53,6.23
4445114986,2016-04-28,Thursday,1,419,442,94.8,Weekday,6.98,7.37
4445114986,2016-04-29,Friday,1,106,108,98.1,Weekday,1.77,1.8
4445114986,2016-04-30,Saturday,1,322,353,91.2,Weekend,5.37,5.88
4445114986,2016-05-01,Sunday,2,439,459,95.6,Weekend,7.32,7.65
4445114986,2016-05-02,Monday,1,502,542,92.6,Weekday,8.37,9.03
4445114986,2016-05-03,Tuesday,2,417,450,92.7,Weekday,6.95,7.5
4445114986,2016-05-04,Wednesday,2,337,363,92.8,Weekday,5.62,6.05
4445114986,2016-05-05,Thursday,2,462,513,90.1,Weekday,7.7,8.55
4445114986,2016-05-06,Friday,2,374,402,93.0,Weekday,6.23,6.7
4445114986,2016-05-07,Saturday,2,401,436,92.0,Weekend,6.68,7.27
4445114986,2016-05-08,Sunday,1,361,391,92.3,Weekend,6.02,6.52
4445114986,2016-05-09,Monday,1,457,533,85.7,Weekday,7.62,8.88
4445114986,2016-05-10,Tuesday,1,405,426,95.1,Weekday,6.75,7.1
4445114986,2016-05-11,Wednesday,1,499,530,94.2,Weekday,8.32,8.83
4445114986,2016-05-12,Thursday,1,483,501,96.4,Weekday,8.05,8.35
4558609924,2016-04-21,Thursday,1,126,137,92.0,Weekday,2.1,2.28
4558609924,2016-04-26,Tuesday,1,103,121,85.1,Weekday,1.72,2.02
4558609924,2016-04-29,Friday,1,171,179,95.5,Weekday,2.85,2.98
4558609924,2016-05-01,Sunday,1,115,129,89.1,Weekend,1.92,2.15
4558609924,2016-05-08,Sunday,1,123,134,91.8,Weekend,2.05,2.23
4702921684,2016-04-12,Tuesday,1,425,439,96.8,Weekday,7.08,7.32
4702921684,2016-04-13,Wednesday,2,400,430,93.0,Weekday,6.67,7.17
4702921684,2016-04-14,Thursday,1,384,415,92.5,Weekday,6.4,6.92
4702921684,2016-04-15,Friday,1,253,257,98.4,Weekday,4.22,4.28
4702921684,2016-04-16,Saturday,2,382,406,94.1,Weekend,6.37,6.77
4702921684,2016-04-17,Sunday,1,591,612,96.6,Weekend,9.85,10.2
4702921684,2016-04-18,Monday,1,293,312,93.9,Weekday,4.88,5.2
4702921684,2016-04-19,Tuesday,1,457,487,93.8,Weekday,7.62,8.12
4702921684,2016-04-20,Wednesday,1,454,468,97.0,Weekday,7.57,7.8
4702921684,2016-04-21,Thursday,1,425,434,97.9,Weekday,7.08,7.23
4702921684,2016-04-23,Saturday,1,465,475,97.9,Weekend,7.75,7.92
4702921684,2016-04-24,Sunday,1,480,506,94.9,Weekend,8.0,8.43
4702921684,2016-04-25,Monday,1,370,380,97.4,Weekday,6.17,6.33
4702921684,2016-04-26,Tuesday,1,421,429,98.1,Weekday,7.02,7.15
4702921684,2016-04-27,Wednesday,1,432,449,96.2,Weekday,7.2,7.48
4702921684,2016-04-28,Thursday,1,442,461,95.9,Weekday,7.37,7.68
4702921684,2016-04-29,Friday,1,433,447,96.9,Weekday,7.22,7.45
4702921684,2016-04-30,Saturday,1,479,501,95.6,Weekend,7.98,8.35
4702921684,2016-05-03,Tuesday,1,327,373,87.7,Weekday,5.45,6.22
4702921684,2016-05-04,Wednesday,1,412,434,94.9,Weekday,6.87,7.23
4702921684,2016-05-05,Thursday,1,414,428,96.7,Weekday,6.9,7.13
4702921684,2016-05-06,Friday,1,404,449,90.0,Weekday,6.73,7.48
4702921684,2016-05-07,Saturday,1,520,543,95.8,Weekend,8.67,9.05
4702921684,2016-05-09,Monday,1,435,458,95.0,Weekday,7.25,7.63
4702921684,2016-05-10,Tuesday,1,416,431,96.5,Weekday,6.93,7.18
4702921684,2016-05-11,Wednesday,1,354,366,96.7,Weekday,5.9,6.1
4702921684,2016-05-12,Thursday,1,404,442,91.4,Weekday,6.73,7.37
5553957443,2016-04-12,Tuesday,1,441,464,95.0,Weekday,7.35,7.73
5553957443,2016-04-13,Wednesday,2,455,488,93.2,Weekday,7.58,8.13
5553957443,2016-04-14,Thursday,1,357,418,85.4,Weekday,5.95,6.97
5553957443,2016-04-15,Friday,1,377,409,92.2,Weekday,6.28,6.82
5553957443,2016-04-16,Saturday,2,651,686,94.9,Weekend,10.85,11.43
5553957443,2016-04-17,Sunday,1,350,402,87.1,Weekend,5.83,6.7
5553957443,2016-04-18,Monday,2,520,541,96.1,Weekday,8.67,9.02
5553957443,2016-04-19,Tuesday,1,357,410,87.1,Weekday,5.95,6.83
5553957443,2016-04-20,Wednesday,1,658,678,97.1,Weekday,10.97,11.3
5553957443,2016-04-21,Thursday,1,399,431,92.6,Weekday,6.65,7.18
5553957443,2016-04-22,Friday,1,322,353,91.2,Weekday,5.37,5.88
5553957443,2016-04-23,Saturday,2,631,725,87.0,Weekend,10.52,12.08
5553957443,2016-04-24,Sunday,2,553,640,86.4,Weekend,9.22,10.67
5553957443,2016-04-25,Monday,1,433,468,92.5,Weekday,7.22,7.8
5553957443,2016-04-26,Tuesday,1,412,453,90.9,Weekday,6.87,7.55
5553957443,2016-04-27,Wednesday,1,347,391,88.7,Weekday,5.78,6.52
5553957443,2016-04-28,Thursday,1,421,457,92.1,Weekday,7.02,7.62
5553957443,2016-04-29,Friday,1,450,495,90.9,Weekday,7.5,8.25
5553957443,2016-04-30,Saturday,2,775,843,91.9,Weekend,12.92,14.05
5553957443,2016-05-01,Sunday,2,622,686,90.7,Weekend,10.37,11.43
5553957443,2016-05-02,Monday,1,409,471,86.8,Weekday,6.82,7.85
5553957443,2016-05-03,Tuesday,1,380,429,88.6,Weekday,6.33,7.15
5553957443,2016-05-04,Wednesday,1,447,470,95.1,Weekday,7.45,7.83
5553957443,2016-05-05,Thursday,1,419,464,90.3,Weekday,6.98,7.73
5553957443,2016-05-06,Friday,1,400,434,92.2,Weekday,6.67,7.23
5553957443,2016-05-07,Saturday,1,442,470,94.0,Weekend,7.37,7.83
5553957443,2016-05-08,Sunday,1,568,608,93.4,Weekend,9.47,10.13
5553957443,2016-05-09,Monday,1,453,494,91.7,Weekday,7.55,8.23
5553957443,2016-05-10,Tuesday,1,418,443,94.4,Weekday,6.97,7.38
5553957443,2016-05-11,Wednesday,1,463,486,95.3,Weekday,7.72,8.1
5553957443,2016-05-12,Thursday,1,438,475,92.2,Weekday,7.3,7.92
5577150313,2016-04-12,Tuesday,1,419,438,95.7,Weekday,6.98,7.3
5577150313,2016-04-13,Wednesday,1,432,458,94.3,Weekday,7.2,7.63
5577150313,2016-04-14,Thursday,1,477,497,96.0,Weekday,7.95,8.28
5577150313,2016-04-15,Friday,1,392,413,94.9,Weekday,6.53,6.88
5577150313,2016-04-16,Saturday,1,406,445,91.2,Weekend,6.77,7.42
5577150313,2016-04-17,Sunday,1,549,583,94.2,Weekend,9.15,9.72
5577150313,2016-04-18,Monday,1,527,553,95.3,Weekday,8.78,9.22
5577150313,2016-04-19,Tuesday,1,449,465,96.6,Weekday,7.48,7.75
5577150313,2016-04-20,Wednesday,1,447,480,93.1,Weekday,7.45,8.0
5577150313,2016-04-21,Thursday,1,414,437,94.7,Weekday,6.9,7.28
5577150313,2016-04-22,Friday,1,338,366,92.3,Weekday,5.63,6.1
5577150313,2016-04-23,Saturday,1,384,402,95.5,Weekend,6.4,6.7
5577150313,2016-04-24,Sunday,1,543,615,88.3,Weekend,9.05,10.25
5577150313,2016-04-25,Monday,1,421,461,91.3,Weekday,7.02,7.68
5577150313,2016-04-26,Tuesday,1,354,377,93.9,Weekday,5.9,6.28
5577150313,2016-04-27,Wednesday,1,424,452,93.8,Weekday,7.07,7.53
5577150313,2016-04-28,Thursday,1,361,372,97.0,Weekday,6.02,6.2
5577150313,2016-04-29,Friday,1,459,485,94.6,Weekday,7.65,8.08
5577150313,2016-04-30,Saturday,1,412,433,95.2,Weekend,6.87,7.22
5577150313,2016-05-01,Sunday,1,379,398,95.2,Weekend,6.32,6.63
5577150313,2016-05-02,Monday,2,525,553,94.9,Weekday,8.75,9.22
5577150313,2016-05-03,Tuesday,1,508,543,93.6,Weekday,8.47,9.05
5577150313,2016-05-04,Wednesday,1,603,634,95.1,Weekday,10.05,10.57
5577150313,2016-05-05,Thursday,1,74,78,94.9,Weekday,1.23,1.3
5577150313,2016-05-10,Tuesday,1,504,562,89.7,Weekday,8.4,9.37
5577150313,2016-05-11,Wednesday,1,431,476,90.5,Weekday,7.18,7.93
6117666160,2016-04-16,Saturday,1,380,398,95.5,Weekend,6.33,6.63
6117666160,2016-04-17,Sunday,2,336,350,96.0,Weekend,5.6,5.83
6117666160,2016-04-18,Monday,2,493,510,96.7,Weekday,8.22,8.5
6117666160,2016-04-19,Tuesday,1,465,492,94.5,Weekday,7.75,8.2
6117666160,2016-04-20,Wednesday,1,474,502,94.4,Weekday,7.9,8.37
6117666160,2016-04-21,Thursday,1,508,550,92.4,Weekday,8.47,9.17
6117666160,2016-04-22,Friday,1,480,546,87.9,Weekday,8.0,9.1
6117666160,2016-04-23,Saturday,1,492,539,91.3,Weekend,8.2,8.98
6117666160,2016-04-24,Sunday,1,353,367,96.2,Weekend,5.88,6.12
6117666160,2016-04-27,Wednesday,1,542,557,97.3,Weekday,9.03,9.28
6117666160,2016-04-28,Thursday,1,393,416,94.5,Weekday,6.55,6.93
6117666160,2016-04-29,Friday,1,600,636,94.3,Weekday,10.0,10.6
6117666160,2016-05-01,Sunday,1,507,575,88.2,Weekend,8.45,9.58
6117666160,2016-05-05,Thursday,1,392,415,94.5,Weekday,6.53,6.92
6117666160,2016-05-06,Friday,2,658,698,94.3,Weekday,10.97,11.63
6117666160,2016-05-07,Saturday,2,498,507,98.2,Weekend,8.3,8.45
6117666160,2016-05-08,Sunday,1,555,603,92.0,Weekend,9.25,10.05
6117666160,2016-05-09,Monday,1,492,522,94.3,Weekday,8.2,8.7
6775888955,2016-04-13,Wednesday,1,235,260,90.4,Weekday,3.92,4.33
6775888955,2016-04-14,Thursday,1,423,441,95.9,Weekday,7.05,7.35
6775888955,2016-04-15,Friday,1,391,406,96.3,Weekday,6.52,6.77
6962181067,2016-04-12,Tuesday,1,366,387,94.6,Weekday,6.1,6.45
6962181067,2016-04-13,Wednesday,3,630,679,92.8,Weekday,10.5,11.32
6962181067,2016-04-14,Thursday,2,508,535,95.0,Weekday,8.47,8.92
6962181067,2016-04-15,Friday,1,370,386,95.9,Weekday,6.17,6.43
6962181067,2016-04-16,Saturday,1,357,366,97.5,Weekend,5.95,6.1
6962181067,2016-04-17,Sunday,1,427,446,95.7,Weekend,7.12,7.43
6962181067,2016-04-18,Monday,1,442,458,96.5,Weekday,7.37,7.63
6962181067,2016-04-19,Tuesday,1,476,535,89.0,Weekday,7.93,8.92
6962181067,2016-04-20,Wednesday,1,418,424,98.6,Weekday,6.97,7.07
6962181067,2016-04-21,Thursday,1,451,457,98.7,Weekday,7.52,7.62
6962181067,2016-04-22,Friday,1,425,435,97.7,Weekday,7.08,7.25
6962181067,2016-04-23,Saturday,1,528,546,96.7,Weekend,8.8,9.1
6962181067,2016-04-24,Sunday,1,511,514,99.4,Weekend,8.52,8.57
6962181067,2016-04-25,Monday,1,400,415,96.4,Weekday,6.67,6.92
6962181067,2016-04-26,Tuesday,1,441,446,98.9,Weekday,7.35,7.43
6962181067,2016-04-27,Wednesday,1,455,467,97.4,Weekday,7.58,7.78
6962181067,2016-04-28,Thursday,1,440,453,97.1,Weekday,7.33,7.55
6962181067,2016-04-29,Friday,1,433,447,96.9,Weekday,7.22,7.45
6962181067,2016-04-30,Saturday,1,422,424,99.5,Weekend,7.03,7.07
6962181067,2016-05-01,Sunday,1,411,426,96.5,Weekend,6.85,7.1
6962181067,2016-05-02,Monday,1,466,482,96.7,Weekday,7.77,8.03
6962181067,2016-05-03,Tuesday,1,394,418,94.3,Weekday,6.57,6.97
6962181067,2016-05-04,Wednesday,1,442,455,97.1,Weekday,7.37,7.58
6962181067,2016-05-05,Thursday,1,467,491,95.1,Weekday,7.78,8.18
6962181067,2016-05-06,Friday,1,443,462,95.9,Weekday,7.38,7.7
6962181067,2016-05-07,Saturday,1,298,334,89.2,Weekend,4.97,5.57
6962181067,2016-05-08,Sunday,1,541,569,95.1,Weekend,9.02,9.48
6962181067,2016-05-09,Monday,1,489,497,98.4,Weekday,8.15,8.28
6962181067,2016-05-10,Tuesday,1,469,481,97.5,Weekday,7.82,8.02
6962181067,2016-05-11,Wednesday,1,452,480,94.2,Weekday,7.53,8.0
6962181067,2016-05-12,Thursday,1,516,535,96.4,Weekday,8.6,8.92
7007744171,2016-04-16,Saturday,1,79,82,96.3,Weekend,1.32,1.37
7007744171,2016-05-01,Sunday,1,58,61,95.1,Weekend,0.97,1.02
7086361926,2016-04-12,Tuesday,1,514,525,97.9,Weekday,8.57,8.75
7086361926,2016-04-13,Wednesday,1,451,465,97.0,Weekday,7.52,7.75
7086361926,2016-04-14,Thursday,1,472,476,99.2,Weekday,7.87,7.93
7086361926,2016-04-15,Friday,1,377,386,97.7,Weekday,6.28,6.43
7086361926,2016-04-19,Tuesday,1,472,483,97.7,Weekday,7.87,8.05
7086361926,2016-04-20,Wednesday,1,492,502,98.0,Weekday,8.2,8.37
7086361926,2016-04-21,Thursday,1,390,411,94.9,Weekday,6.5,6.85
7086361926,2016-04-22,Friday,1,428,448,95.5,Weekday,7.13,7.47
